Average m/z,Average rt,Average sn,Sample-T0,Sample-15min,Sample-30min,Sample-1h,Sample-2.5h,Sample-4h,Sample-6h
325.2871,15.857,4.8717937,1114387.147,672021.9567,831781.68,861907.24,1092493.533,878261.3,674279.8167
325.29153,16.844,8.468333,808472,821507.1,1055174.617,1044391.947,749031.95,553727.5,957005.3833
325.2924,15.226,3.1880002,154468.01,91736.75667,37271.462,61450.95333,99145.36,96479.04667,96721.942
326.27164,13.973,4668.448,0,92156.91,110585.712,0,0,78919.96033,0
326.28537,15.553,693.51434,139670.6317,140017.8333,75192.113,179054.6233,131508.3317,160273.48,63405.26433
326.29184,16.528,2.7422085,34960.75267,91057.05,132069.39,88352.62067,131156.6467,27035.57,71427.468
328.18875,14.377,4173.2466,0,242831.67,274238.6067,0,0,220749.3133,0
330.27817,15.836,5000,8165.151,0,0,0,0,0,352023.3333
331.19946,9.762,1507.6713,0,24377.85333,12014.16133,65881.23533,7808.955,112819.1533,20143.64533
331.20514,9.951,603.7641,0,0,77449.71,102144.5883,63549.12367,89379.065,110245.1927
331.2245,13.972,4053.194,4396.482333,169109.5667,221304.1367,11031.48733,5401.235,339365.9267,5157.999
332.29245,16.463,4483.776,84609.35833,48847.896,54551.836,63838.24867,82555.404,42506.52833,185921.7933
332.93628,19.388,2.7269502,42082.13,254261.1667,236928.4933,361114.6933,56796.69733,112304.6067,14883.278
332.93692,19.932,3.5247269,165548.8133,131688.0417,207436.3133,525558.8633,140682.122,231366.19,189776.2167
332.9387,20.598,559.0981,59584.94933,178763.9907,257421.0023,476665.91,96310.64933,255086.2333,196575.49
333.17526,7.905,340.56082,0,0,42888.56,271986.2457,373987.0867,445438.01,182804.6333
333.17847,7.315,1825.3356,0,0,33040.60667,281197.04,331682.1967,446601.9,275798.7667
333.17923,10.823,4005.35,0,10177.265,57365.06333,211123.6533,170865.3133,134097.3267,107067.34
333.1841,7.719,4.046267,0,0,12106.81767,227474.7933,135335.662,104582.5033,116829.1457
334.3077,17.08,4765.2188,31315.02233,17601.42167,8415.230333,0,20276.62367,21186.799,296104.3733
336.22232,16.214,3800.7866,123520.4613,149111.48,161168.6967,164780.27,130314.8717,141197.9433,147182.3767
336.9329,19.102,3.8681998,174089.64,110458.48,63635.76333,59972.16833,10953.06833,4007.321667,6041.856
336.9331,20.751,439.04794,172667.4267,69277.14667,94328.19,68772.59,26784.48567,48244.9,57787.38433
336.93393,19.888,3.305555,180492.87,156761.5,38585.41467,72614.07667,11856.6745,18003.85433,0
337.10696,9.737,4485.206,67051.95667,117097.3287,104207.9967,102046.2747,94798.46,93874.43167,87114.93
338.3395,17.212,1638.809,4047475.067,2974953.5,3604784.167,3547909.433,2859500.5,1747906.533,2531040.833
339.1667,7.01,5.2056365,0,0,8766.155667,89348.22533,47436.233,108243.2117,0
339.25876,13.025,2.6469617,72100.42367,133355.5467,108226.845,177571.21,114346.705,146584.5367,109033.1713
339.2621,14.86,580.57513,165036.7933,43514.14933,58579.23,65140.073,440751.1733,236809.8667,239189.3567
339.26428,13.714,3.1069262,465393.2633,279002.0467,294977.2433,210793.772,139749.12,350734.8333,320038.4033
339.2654,14.252,5.172857,656441.7,387120.5833,629584.4333,583261.8167,296239.9233,396360.3667,385150.0533
339.2732,15.219,2.5985928,147183.0347,68611.03867,28629.02333,152414.5487,125672.5113,158373.5847,182612.754
339.27386,14.635,3.1556,83350.049,110226.4377,223141.41,337412.4517,190107.4333,157789.8667,220587.26
339.34012,17.164,4314.8687,848321.5,671821.7133,795744.0933,814765.0833,666505.6633,404696.65,563731.0933
340.3484,17.225,4483.65,108026.3333,78842.52,100988.4947,92488.49,70939.76133,45414.291,71600.87933
341.26416,13.46,717.85675,24612.719,60412.87,53729.80033,121217.107,115629.3333,39718.362,138853.5793
341.27167,14.378,348.53235,632519.7933,217697.53,193151.6367,404350.7667,565432.2867,534673.73,315415.6267
341.2755,16.936,1157.3833,471409.3943,686482.2383,451163.2377,853883.4167,534400.6567,380286.864,190581.7013
341.27777,13.992,3.1650667,0,24422.858,13577.388,219016.3047,0,53723.31333,23721.75
341.28033,15.56,350.324,1531772.7,1356617.833,1505796.5,1562542.9,1259841.967,1147658.333,1089989.4
341.28296,15.989,179.00417,1670030.533,909709.21,1352178.767,501715.0733,1200274.933,639230.38,963664.2267
341.28967,15.166,2.3068888,0,568163.1667,1158523.767,0,0,0,316624.75
341.2929,16.61,2.8008947,468439.93,185454.8137,184897.5667,184131.7667,108094.3893,43738.98,388575.77
342.2791,14.45,3.4628181,118790.5567,72368.84033,139711.8853,155681.8067,81694.15233,72575.194,137623.1817
342.2834,16.078,360.42108,149034.4467,176449.44,170584.1233,298134.8747,106420.635,45131.11833,61681.47133
342.2858,15.405,3.11305,160083.8343,265855.8167,144727.8233,230556.0053,166816.97,128090.239,102169.484
343.32184,16.496,187.73949,33678.316,61508.443,63188.72333,108790.7533,45061.82667,87638.73767,62326.96233
343.3342,17.505,5.6683073,300102.15,236116.62,359707.8533,198341.16,592188.9367,399628.1033,391974.1
343.33432,18.161,14.96125,270750.48,224161.03,299333.6733,664813.6167,583239.25,639438.65,512030.4967
343.33508,18.989,4.3505497,262483.166,138117.99,63503.972,268558.6767,286127.5467,450300.43,218860.4067
344.2278,3.981,4483.473,57713.34633,140160.3733,153847.6733,56000.495,53316.68233,160759.8553,51356.307
345.18195,10.989,5000,0,44574.59567,79049.88133,93857.96633,103602.9163,108803.7,106833.4
345.21292,13.869,2671.8567,0,17493.858,28467.10533,491165.98,131999.1467,145694.39,749441.0333
345.22623,14.097,914.8333,0,22762.38,58259.59,67448.15367,421765.34,142391.406,670146.3667
346.2221,14.101,2502.286,0,0,0,66369.94033,58522.915,3959.563,192133.0267
347.1939,8.616,4.4534445,0,0,46895.26,80227.27333,128584.429,39234.37333,5616.909
347.19403,8.26,4.9088755,0,0,0,100909.2533,85728.06333,73206.73833,5565.984333
347.2018,8.633,3.1257777,0,0,0,105599.3167,52297.768,69629.89067,0
349.1822,3.999,4658.14,38257.09767,100627.9633,112512.0833,49675.13333,45826.939,163419.93,44351.855
350.20132,14.395,2928.2715,0,197127.3817,195543.21,0,0,256069.73,0
350.32373,15.069,1613.6101,96794.93667,89925.25667,108560.3247,110702.323,101336.2867,83967.88067,82402.20233
350.97855,19.39,2.7136188,193235.5667,248052.2867,269089.4167,283922.6467,110384.7513,217424.9833,233675.2967
350.9789,20.115,3.5196083,200700.5467,366858.6867,361583.8233,335407.79,135749.178,259613.99,230286.3633
350.9795,20.612,195.9263,229761.5067,244071.1767,258373.52,360062.0733,266564.52,155517.6133,216101.8033
352.3347,17.426,3.4083571,302755.1933,500755.6,451335.49,823392.8667,751009.08,874284.65,666448.22
352.3347,18.277,8.132592,471134.3033,667561.2533,769802.6967,1135170.9,846966.22,962458.4333,730777.8667
352.33676,18.974,2.2221,33767.86267,163853.5147,430726.7823,927985.1167,511739.1467,550868.5333,597073.78
353.2625,15.587,25.424273,190583.3933,339889.1333,447919.6867,319446.7933,148533.4887,271661.5,307625.9933
353.28973,12.481,4001.73,280046.5933,233406,338242.9,219056.4967,178030.23,111298.4733,147622.9967
353.29123,8.397,3.148714,194826.1233,129193.5333,138590.4267,94462.84333,62131.26033,48898.99933,51565.253
353.29688,12.445,5000,403115.28,346754.2,323731.7267,156185.3167,117358.1233,78091.72,89562.45333
353.3336,17.578,2.5732083,73034.95733,88219.57867,152609.4533,186524.0067,145017.1117,156826.5733,61830.65967
353.3338,18.505,2.9935448,40187.164,55608.30467,120011.999,78772.17,74613.27367,24519.28367,53445.57667
354.19565,16.212,2594.4202,65485.719,85190.22167,94442.49167,116268.7553,77261.92,73736.06467,91534.928
354.29807,12.445,5000,104386.1447,91429.43833,84551.99667,59620.28767,44124.112,36623.99067,31959.51767
355.16263,10.817,4335.707,0,7257.644,39949.44167,128070.92,147862.3783,132684.9663,90787.04067
355.2621,13.201,2.833042,26939.495,125187.9,54306.45467,69502.71333,39189.064,33650.44133,46147.79333
355.27673,14.137,2.4159617,160608.467,95451.03067,50707.923,50939.48,27167.29333,130677.1497,77485.55767
355.27945,15.099,15.333001,521828.4833,321383.8833,458005.4433,343537.1667,473895.2033,356507.56,257842.28
355.29025,17.059,2.5809522,57873.7,87787.90333,108565.016,146033.2633,66513.16,85095.94333,68503.74833
355.29037,15.726,297.2525,227390.7,38666.58333,17159.21733,113840.9933,40087.93,97612.72333,330055.5687
355.29724,16.038,3.5551922,1064083.92,485902.77,530986.8667,605348.3333,325748.8533,776362.1,553095.39
355.2978,16.608,2.885517,600047.8633,443489.1267,634501.15,300045.4067,90119.22667,372958.24,266175.6713
355.29785,15.512,8.61296,498617.05,810468.4333,591609.5333,148541.1467,707614.18,361641.5467,269577.67
360.32352,17.209,4338.505,1258425.5,1104199.107,1376654.467,1401466.433,1262340.567,757003.71,1248547.633
361.32687,17.211,4831.4614,301355.0433,262668.3733,327382.7967,333916.54,304410.01,172982.7667,295042.6733
363.2252,9.309,3.6349998,0,0,19197.113,66958.87633,66944.17667,76826.32333,164059.1
363.22614,9.805,9.168599,0,0,21211.98967,84952.176,52011.83367,85381.675,111420.6813
365.2758,15.434,539.45013,87618.44667,66883.87533,49709.285,64401.33433,122680.155,97326.13,59602.38867
365.27628,16.162,1382.9756,399102.7933,501584.93,578541.1133,438987.5267,405081.5833,421851.58,438921.8867
365.27747,14.767,2.3992224,26019.85167,60227.952,109169.7467,55229.95733,28544.74833,29308.14133,7209.151
365.2828,16.804,1210.2568,253187.4467,249828.29,210112.0233,148123.6783,193298.0367,180903.77,248791.8467
365.2849,15.058,2.3000715,0,51802.47333,243637.85,82199.02,67071.40667,59659.17967,161435.0167
365.2866,15.479,2.9023702,88111.42967,208366.6033,327524.5467,78067.49,164299.18,100347.05,289424.94
367.28336,16.1,22.431135,408297.0847,184598.7967,255546.2867,20615.78767,11413.54333,356519.358,51947.54967
369.29175,15.842,184.20457,424514.9367,421829.5633,452833.1933,456938.7533,380185.1733,340314.2833,341276.0167
369.29837,16.084,7.394608,354121.1367,252266.2767,134922.4667,133082.2883,342622.0267,8613.293333,153955.24
369.30148,15.604,461.28796,349543.2067,340808.2667,290919.83,247560.9267,241335.3633,52435.83,141953.8887
369.38043,17.208,4821.6997,162030.3933,142342.7067,165858.7867,186107.9367,156119.1647,118747.9367,157390.13
370.29144,14.184,3931.3394,0,197323.99,51832.07667,0,0,254702.94,0
370.30017,14.1,1671.732,0,170635.4667,211915.74,0,0,5453.635,0
372.2166,14.396,4586.2695,0,205283.35,227939.52,0,0,226600.7233,0
374.22015,14.952,2781.942,0,32036.27967,65908.86867,136857.1103,158181.1433,133807.7167,151405.2883
375.25012,14.094,4092.1733,0,400127.0333,377193.48,0,0,0,0
375.25156,14.305,2285.6765,0,4887.794333,25016.61333,0,0,676699.74,0
376.25513,14.086,4503.117,0,93858.30333,100002.44,0,0,65341.75667,0
379.26315,13.655,3.347286,290941.796,443393.3767,427384.26,474728.46,221201.35,421679.04,355379.4167
379.26572,14.232,4.1667933,288457.0767,170562.2333,110595.855,189297.3333,263720.854,348576.26,262266.0167
379.2707,14.97,2.5252762,121818.4223,48166.695,83677.34167,84803.178,45607.76333,51375.37333,109416.88
379.27084,13.624,2.5961766,250644.1913,40848.14167,97122.57333,6366.772,146103.935,0,59715.30667
379.2837,15.84,1152.6688,6174.709,58492.65,141396.5617,12988.70867,9250.558667,85887.46067,16076.431
379.29056,15.504,2.7055004,109832.3417,117284.51,41678.62733,107363.23,121503.7533,37042.97467,151933.5767
379.29367,16.216,3.8717916,61452.59067,158817.8787,92260.38667,32670.875,44124.82933,339456.8967,118812.43
379.30377,16.926,359.7772,31907.124,66568.07,68770.514,176221.493,57249.495,238049.1033,37497.93533
379.30444,16.455,3.2302146,92760.06533,123064.321,184765.3867,217372.3867,104235.077,185221.2567,156960.8667
381.2759,14.062,2.4885767,61153.37933,119754.6917,59351.356,99647.10833,88551.501,45409.07533,45740.08733
381.278,14.873,2.7016206,51600.62967,216536.2633,157729.4567,389296.59,31190.53367,223945.2667,170693.6753
381.28107,16.119,895.41693,361242.92,260472.29,165892.2053,102847.92,355833.8367,199698.7767,225357.3067
381.2834,15.378,3.08392,322287.3187,403853.2033,229760.19,160931.28,270918.6233,75159.68,318038.3667
381.28583,15.769,2.7672,159140.9423,172759.2743,251406.7367,0,192681.2533,86528.53533,272713.3853
381.28613,14.582,2.594,190505.3133,0,183440.1667,16022.74233,0,0,0
381.29504,16.523,24.628208,492643.5,491208.5733,601478.33,562030.48,635097.3733,466894,628439.8733
381.30997,16.976,183.12361,99620.556,38873.834,67925.02733,30368.862,116341.625,58727.67667,110788.6
382.2962,16.523,538.782,95560.25,131243.878,118343.37,162055.8767,104312.6377,150807.9867,111381.47
383.13116,10.991,5000,0,76570.12233,121939.7267,134672.0467,149204.2167,152661.6833,132216.5
383.20892,16.308,543.9409,245870.71,316583.9667,312068.9733,409636.1733,449041.0533,328847.28,343318.9633
383.3977,17.211,5000,172052.54,157146.1433,185245.2667,200847.5867,179680.26,123523.6833,173440.1233
384.34128,16.192,2332.6936,130968.43,120154.1267,124037.1217,132048.0817,108758.2667,106205.4583,71464.59
384.3481,16.227,1591.3281,129550.4933,95382.97167,114820.8303,42958.51133,73083.76,30180.43667,70581.775
385.288,15.101,336.4625,31410.04933,56107.49,61260.56,14059.699,0,0,115864.3437
385.28888,14.71,354.25565,231225.7033,197596.1533,147658.1733,139037.7613,232265.0433,201549.3067,166971.08
388.25317,4.229,4139.3843,61648.89433,122167.2553,140271.0133,58307.83433,46544.47067,174585.35,49970.03367
391.28683,16.751,2637.0654,203465.92,1077658.147,232192.6733,109932.3733,145325.2887,215496.7667,153489.612
392.1587,14.046,3395.0312,67194.80533,112413.3733,105179.079,123238.1333,98979.78867,81017.32,113394.4033
392.29037,16.75,4657.1187,48508.327,278152.7733,69028.536,39132.29733,42361.15667,47592.518,39475.035
392.31363,14.784,3480.9004,150601.53,19242.86133,67870.609,77508.995,102981.0767,28699.76167,34353.30667
393.20935,4.211,4827.6826,37612.95567,106435.9,115564.76,44042.35967,45577.12833,135555.8167,44908.54833
393.2145,16.34,8.645173,136688.079,135160.6067,131342.3,127875.1653,132267.285,129085.2333,107611.6567
394.2231,14.457,2507.7786,0,132999.7387,94739.80033,0,0,172521.8833,0
394.34723,15.254,701.33936,221632.1167,143661.0633,171977.6483,160344.1767,163023.3133,147887.7,142448.8333
395.22125,16.23,881.18726,415461.0333,437310.78,492352.5433,478270.24,445653.77,362535.8633,453652.87
395.2758,14.252,359.99075,42684.09967,52903.721,56552.63867,126045.8517,78641.729,52761.961,57663.04133
395.2857,16.211,189.47809,571575.5433,180920.7733,268950.2767,179804.65,370669.63,133479.4933,175213.8933
395.2902,16.755,180.88101,291594.491,153463.7333,130209.662,94535.81933,223031.13,187614.7967,63245.49867
395.29044,15.351,5.675931,587252.5833,291211.1667,302343.6333,149581.3633,330092.43,194515.8353,201348.3733
395.29333,14.571,2.1276667,121903.6567,44367.54,86124.215,5928.212333,111870.25,45170.23,109271.07
395.3041,16.41,20.067272,159826.8867,66647.07333,97483.78667,0,0,17928.39467,0
396.22308,16.216,1438.0948,98597.48667,87662.23333,91151.025,107815.6333,115227.58,99495.465,100163.1933
397.21927,16.256,533.2809,150218.6567,198054.1467,166635.7467,189085.7233,144564.9,196898.4233,195638.2333
397.2732,14.497,865.1587,201188.32,99707.84833,70746.95767,106369.94,121696.0467,85985.74667,101870.5457
397.27884,15.224,2.5780716,109756.137,34533.42133,51437.011,95529.275,56572.85233,76008.755,36933.08533
397.29175,15.271,387.4129,36425.966,94159.847,54187.82533,107946.8533,49253.052,35818.53833,48677.24767
397.29257,14.115,676.1633,4713.214667,97950.47867,109668.39,0,0,131481.81,0
399.21164,15.127,1564.943,93139.60667,95260.16833,88811.94667,113983.5983,100886.2,92630.20833,85194.76467
399.29855,16.304,3.7163997,5912.272,0,0,0,125398,0,6809.152333
399.30087,15.598,10.958757,670367.78,731228.3333,597342.9,806135.3533,621595.4667,682807.1667,695067.72
399.302,15.133,8.926242,453604.98,441121.9367,421158.4833,583696.0333,431709.9,439383.3,430053.7833
399.3022,20.202,2.8094165,109264.255,0,108831.0413,71415.56667,0,145694.6767,76031.25667
399.30423,19.403,10.624667,49526.30667,212682.9267,118298.1567,0,0,160616.87,0
399.30603,16.657,3.0868464,12040.159,113314.4653,51692.73233,312968.6033,202756.9033,76268.09867,159359.43
399.30795,18.583,7.2677693,17142.22667,180777.1233,135851.599,144814.4757,36326.082,161027.2933,40869.01233
399.3122,17.635,233.40337,196637.2533,83482.67933,174406.0887,83066.252,229183.6133,200854.27,69224.092
400.31027,15.115,871.8442,93522.79833,120805.5053,135348.612,99469.86,131729.4033,91653.21133,124656.9213
406.17355,15.005,3335.2004,97424.07,72756.76533,81116.47067,81989.06333,103878.44,40004.76167,81190.91233
406.32535,16.295,710.4487,206637.88,234214.04,226420.9733,234927.4233,213917.3267,208495.48,210994.1033
408.3101,16.105,1610.4531,2955116.867,1284406.447,1795748.8,2467827.667,985644.6633,797357.8533,854247.0333
408.31845,16.302,503.1647,23675.37733,7998.806,6421.143333,6174.183,130515.5717,33672.49467,36473.90667
408.3638,15.732,1559.0599,153041.6267,118693.7333,140907.1767,149751.9133,127245.735,118517.2517,115483.96
409.30725,16.19,186.62775,678899.36,551483.2333,524309.18,830219.52,287132.06,190625.082,266332.0367
409.31735,16.469,11.432274,209041.27,162552.41,386414.25,137884.6853,259157.4833,102291.843,211726.4933
409.31876,15.896,8.329207,88994.01,323498.5267,286263.5613,69803.709,165629.568,93985.17267,164846.8867
410.3156,16.147,867.4984,131409.08,71809.69467,85548.61867,103559.5623,47954.83667,40743.316,36138.23533
411.24643,17.064,1991.7703,141678.7133,176572.9967,216675.4967,253093.11,192674.67,192615.5133,186917.7867
413.2682,16.752,2479.7693,367940.1133,2124344.523,391549.7967,230588.93,389377.8433,332293.98,334856.7333
413.3149,16.458,202.58829,23936.48633,72502.62167,242769.017,22968.177,14238.21567,112550.9217,30005.788
413.31613,15.975,526.09576,383057.54,417515.04,457096.72,469822.0533,479630,336151.12,383163.4467
413.32947,15.738,10.211364,364779.6,36038.15667,33169.922,0,400792.5333,149952.7067,68765.87333
414.2748,16.752,3701.9958,97112.19033,553979.8833,143144.6,64373.23867,102720.9533,37537.54,71974.52
414.3173,14.143,4333.9443,0,291447.2033,350916.7933,0,0,327464.49,0
414.3264,15.65,2419.5037,91719.27967,86413.28933,79068.94067,100804.612,92831.605,91353.71333,86224.147
416.24252,14.482,4586.693,0,113184.385,129986.6933,0,0,116391.425,0
417.3677,16.123,203.56818,204625.505,126601.6233,125606.2483,170363.5833,81754.88167,78780.14067,63038.95767
419.1695,12.988,1434.1604,101626.9067,84550.31333,108890.2,115290.3713,107552.324,101290.0433,83542.01667
419.27704,14.184,2072.9421,8876.401,360974.4433,508251.5033,9442.695,0,1206385.033,5519.232333
419.3126,17.677,60.970104,9133540.667,8936060.667,10120779.33,9816034.667,8859539,8050451.833,6842620.333
420.28192,14.156,5000,0,203303.6367,224190.27,0,0,219090.9233,0
420.3152,17.701,201.40999,2623744.567,1965875.067,2009037.067,2306755,2276874.1,2000925.367,1760756.533
421.25284,17.059,3796.7834,81407.55,83977.812,95144.35,101314.9133,76673.03133,85157.46167,73290.375
421.3172,17.459,510.92252,140384.9,0,132496.8433,0,29680.05667,110583.1767,0
421.3263,17.423,358.2447,264681.77,226944.1033,251360.8033,185211.2767,142810.7633,99310.091,138178.5933
422.33557,16.764,4723.0195,6898.858667,120957.437,26071.08933,6617.895333,0,5505.627667,16625.85067
423.25323,17.073,384.24347,228930.4633,231214.0367,215644.1267,262582.6933,285411.5267,294927.9267,212585.9433
424.25613,17.07,4548.275,70514.22,31741.04167,106458.8007,128086.855,112874.51,70247.69167,111593.853
424.2593,15.22,3525.947,1680312.937,976722.47,1447096.83,67752.816,33653.54033,1154279.113,108375.1
424.36,14.526,1214.2704,110974.6133,81821.13333,93198.64,101445.0197,72447.11467,60514.02967,67461.69333
425.25153,17.067,2164.0461,170215.4,136782.2133,147649.61,118339.212,160941.7667,171839.87,157671.5333
425.2662,15.269,4707.6875,530230.1013,320814.488,466061.8533,19952.23167,8633.153333,337972.435,31135.69533
429.3115,14.76,8.630793,170835.39,223508.82,245773.5933,137388.56,162291.3567,133558.6217,143672.0567
429.322,14.686,9.929037,291665.8,158719.5333,217607.1033,208708.96,292359.6367,117248.118,204839.2733
431.38196,16.125,964.4424,581025.3667,256496.9967,347250.3,587058.99,193398.8633,159286.3667,124223.4917
431.39087,16.108,1252.8855,0,129091.9067,85499.74333,276582.97,0,0,0
432.2819,4.418,4827.707,55212.67967,105650.0547,133359.5767,60996.1,46353.659,153629.215,50710.686
432.38647,16.111,3.6540415,116319.5967,66168.33567,70285.22133,84017.67667,49948.98833,35538.65233,27146.858
433.1829,14.089,366.0336,164199.9367,90130.018,114092.2853,80698.82333,127490.3067,80237.93433,177404.1167
436.34216,16.717,1198.8566,81939.74167,336425.2613,99201.48667,69806.24067,47506.383,26473.20333,24180.71667
437.23343,4.421,4655.555,31180.18133,87561.47333,97028.93833,38233.33933,39299.74767,120086.9533,39468.26767
438.2762,15.215,5000,118362.1333,81186.13333,105777.1667,4450.079667,0,86826.35333,5672.586
438.37048,15.31,1122.697,209475.23,207038.42,241962.7067,166938.42,0,57710.18333,59898.29667
438.3799,15.239,873.67456,208687.4433,126769.4787,139335.9867,185688.6867,178936.5667,163923.6967,159136.1133
441.29333,18.045,32.0674,14015372.33,9261517,10846517.33,5522685.333,13635486.67,4495368.667,10880101.83
441.29425,17.651,41.452484,14795319.67,14403889.67,15056974,16004298.67,14018381.33,13342168,14125889.33
441.30576,17.84,12.840601,0,0,0,131999.6333,0,3873285,0
441.3072,17.146,390.30798,0,0,0,3827543,25262.47333,212806.7333,2966625.423
441.30768,18.218,9.649999,0,0,0,0,0,0,102635.78
441.31235,14.204,1930.4536,0,92419.43,92760.005,0,0,130447.9867,0
442.29828,17.373,20.451939,3821269.667,2502431.733,3934683.833,2635986.933,0,1108145.6,2249901.2
442.2998,17.844,44.65955,2202261.433,3453594.6,2855582.467,4496256,4019531.233,3742268.933,3214297.133
442.304,17.4,18.262665,3458451.067,819861.6297,145530.1567,2194236.1,3660407,2370850.4,3109115.833
443.30685,17.24,1676.9769,503101.43,414552.2433,405680.7167,116520.96,354996.9667,283892.7,190781.9333
443.31427,17.586,180.70683,181160.3633,222812.2,260911.3833,553436.8633,288560,282397.87,213522.8133
443.3204,18.001,3.6279285,276232.3,294106.16,275477.6133,432393.7867,223563.6573,352820.0967,336558.9633
443.32428,18.82,3.7547693,417106.19,411081.19,403957.5933,400704.78,436593.7,407938.5533,346713.8933
443.3256,18.422,3.6456,0,0,12566.97,192875.9433,0,74352.72333,164562.4667
443.3258,20.078,3.5246873,305848.2233,15925.53267,29557.30333,221928.4267,286654.44,60418.30833,42525.468
443.32684,19.556,7.8445997,0,0,0,162361.3133,291480.9367,0,0
443.32956,15.461,17.60976,708886.9033,557566.96,713042.4,731554.35,708727.4167,678299.2833,727874.0533
443.33203,15.807,14.299652,664904.0667,208551.1327,294913.78,476131.2667,801275.7,461901.56,547368.02
443.3356,20.131,627.8267,178817.0487,35556.82667,0,0,58423.06667,82927.26667,12677.77867
443.3372,16.673,2.7789502,0,58359.799,62624.20767,32563.85333,143248.8667,6939.586667,89060.9
443.34067,15.221,564.473,0,0,0,109135.0533,37078.89833,322731.1267,109178.6667
444.3339,15.204,1387.2063,131444.6333,149396.49,152495.1867,163414.31,137552.8133,140636.47,120703.6067
447.2018,15.109,1857.3734,76308.75333,102687.6447,116409.1967,109028.46,116796.0233,123951.44,109237.0133
447.25784,9.724,4545.928,136028.6933,84511.10667,84837.14,54579.08833,32642.16933,55268.161,17052.92733
447.34872,17.846,2334.021,106360.575,159420.5333,96364.526,102264.948,100802.2833,76463.62867,76890.69967
449.1592,14.05,1078.1759,58104.75133,83577.63033,72510.53767,81794.78167,116670.4253,96349.69867,94756.85833
450.35468,17.708,23.719343,1554966.333,1519085.333,1553170.4,1579757.967,1410179.633,1276890.933,1439678.833
450.36053,17.994,22.864502,1539355.6,0,290677.8667,0,424918.3533,612739.4667,142954.9333
450.36523,17.582,10.695916,0,0,0,525314.8333,62963.378,721085.88,242453.3667
451.1582,14.028,1255.9865,61635.82433,60395.06467,71041.93,86987.315,109303.3567,67392.20333,124760.648
451.36328,17.489,17.342102,310173.47,153081.6667,185450.4133,294951.08,450657.6933,420186.9033,269457.4033
451.37064,17.847,4.4036956,21270.35833,45112.27333,43190.18633,65505.04233,98938.91967,44568.621,163031.1267
451.79028,18.269,3.2497616,351786.1767,120725.97,101345.7027,119850.461,79402.92433,42153.324,26218.89267
451.7904,19.056,2.7355,342483.51,80566.98133,65139.89133,185051.43,22486.62,8444.003333,6115.545667
451.79163,18.69,4.5234714,389460.8,121788.4433,160859.392,172630.2787,48167.58167,16145.75,24305.09133
452.389,15.784,1311.7225,165893.2933,137436.1567,135287.7667,95545.04,124319.4433,20343.10667,77045.898
453.78543,18.541,11.921321,1506771.95,1540441.1,1629743.9,1724994.5,574362.3467,1035909.9,929284.9
453.7857,19.014,6.660111,1770640.567,1570933.767,1607412.2,1607551.533,1144234.367,1246773.267,1209955.967
453.79123,19.743,2.7272856,17348.36067,0,0,447893.0667,245090.92,0,0
453.79565,21.002,353.16406,170443.54,122593.2033,145357.015,98890.11767,184530.7167,122094.6743,134787.4367
457.27148,17.414,7.508379,284002.07,190321.5267,209837.3467,144962.69,263738.59,175123.4267,126689.2007
457.28265,17.428,6.4959483,109584.3767,25984.638,0,93728.83333,118721.232,127607.7533,133809.6233
457.33987,16.254,8.543034,210540.4817,145019.9433,183110.5167,209979.8233,245926.3833,198518.91,135456.8433
457.34436,15.686,8.374655,342362.9267,399185.96,357989.64,464065.0033,322010.02,333305.25,303444.7433
458.3433,14.269,3932.2063,0,551269.03,586548.5733,0,0,326751.02,0
458.3516,15.692,935.2495,110059.4383,101078.2333,101751.5867,108137.175,104318.262,50367.18633,101416.8417
458.35208,14.244,1463.6454,0,0,0,0,0,696111.2167,0
459.34863,14.214,5000,0,146512.0987,179736.835,0,0,194571.2767,0
463.2878,14.424,3574.0935,0,641627.71,729194.3433,0,0,76898.27467,0
463.3046,14.242,3847.2917,0,1229722.6,1368443.153,0,0,1732332.233,0
464.30673,14.223,3685.8325,0,332686.39,368341.48,0,0,469567.0167,0
464.36572,16.757,849.3276,0,129173,0,0,0,0,9082.708333
464.37195,17.822,32.400307,3790468.667,3632257.6,2688388.1,4640418,3931138.5,3933099.733,2860490.533
464.3723,17.405,16.849934,3747758.733,3338087.9,2190221.3,4111397.6,3615346.167,3433361.633,3453789
465.25836,14.781,68.40267,962776.9333,1077427.15,1485433.767,1284128.667,1022218.4,1122131.5,995154.0533
465.2737,14.797,135.14699,69370.54,0,0,0,417322.8333,0,4376.131333
465.3672,17.392,9.344834,0,609766.7333,801046.7,771491.2,0,0,136073.2
465.37585,17.794,193.42514,672098.04,688300.0967,509065.9733,644965.02,874489.2,1083441.3,697944.1333
465.38672,17.027,773.37585,6211.731,18914.23133,23765.89467,11458.88,205782.4933,5202.626333,7829.673333
465.38733,18.129,2.3647335,229148.9167,171452.6787,215685.3633,21547.16667,161398.069,8363.871,507092.9167
465.38943,18.528,2.3322783,203462.8467,111468.2467,10587.89833,39418.17667,19384.87367,28998.81633,121875.2263
466.26752,14.72,3834.9658,330004.3367,363351.8233,490815.9,468858.26,399789.18,338196.4433,364810.4467
466.3786,17.391,2249.5266,153192.6733,150923.338,137542.1,109036.5,139925.769,83730.259,129489.75
469.3328,17.84,3634.1323,129053.0113,296286.44,251686.2933,195276.4733,148884.1967,180776.8567,150830.2767
