Average m/z,Average rt,Average sn,Sample-T0,Sample-15min,Sample-30min,Sample-1h,Sample-2.5h,Sample-4h,Sample-6h
135.03326,21.989,1335.4819,0,58647.78433,15666.28133,102703.172,40433.56333,10017.9,8495.816667
135.0337,3.88,2.7337856,85595.59467,68934.179,102056.9067,76932.60333,84019.47,79581.89333,66503.11267
135.03914,2.432,174.8883,82411.37067,68629.77167,120177.069,92137.42333,71644.24233,83932.44833,81922.05667
135.09962,2.466,2.1601176,1700031.167,241529.1967,1796930.647,3464350.907,0,2613176.933,1423299.167
135.0998,3.092,13.877552,8167368,5416081.5,4105598.433,5203680.933,7689161.5,7318923,7149072.167
135.10007,3.888,3.7806208,6550108.5,3023338,5285092.667,3475957.333,5986900.333,5490653.167,6166964.167
135.10353,4.792,2.4725,0,25890.71,56471.98,120594.24,0,34638.375,0
135.10414,5.511,3.0527275,0,27473.125,564162.0667,78059.29,0,44171.01,0
136.03139,5.689,964.30927,93691.96833,105767.082,205417.74,227571.0017,51200.704,161013.8633,83410.84667
136.03377,8.055,560.87244,492795.62,386677.5267,386898.9233,394444.8333,247542.7333,110834.79,48562.23333
136.03406,21.424,5.247138,377273.0367,316108.5067,328788.0733,257892.65,270943.9733,257717.72,293379.4067
136.03438,7.35,2.9445333,8572.494,119982.8,76710.70667,11664.59333,181594.1607,62582.65667,15570.32567
136.03452,4.845,1156.253,0,136632.8433,0,0,89656.65667,96752.048,71914.02267
136.0349,6.63,2.7009165,0,0,0,120178.516,51661.22,118485.4333,77591.76667
136.03516,8.679,6.5350003,591108.8067,281779.9067,468880.71,469983.9467,0,57195.17333,0
136.0368,9.18,5.1544995,391407.5,274764.4533,173102.8733,349575.4667,100143.27,106508.07,80843.01733
136.03732,20.994,482.3819,276593.0933,289287.2333,192675.6,120740.678,225728.0333,58028.60333,170780.1467
136.0386,11.863,456.87503,111288.7197,17441.05867,0,6623.869,9895.361333,9943.239667,12852.88333
136.10301,3.689,4.598069,256798.6667,374480.04,453026.5067,470365.4267,389708.2067,281158.9633,164923.9433
136.10312,2.888,5.233034,209967.9433,257874,262270.2033,478701.4933,178817.7553,335436.79,238297.8433
136.10466,3.31,4.136778,173454.16,0,122623.52,22521.09667,106208.4267,25614.06,140681.4167
137.0193,3.136,3.45732,168899.801,86359.872,117755.9183,217114.5667,48906.46867,92838.44,110776.7167
137.01953,3.808,2.9221172,198486.5057,69224.99,43021.11333,0,50857.651,27600.13667,35134.16333
137.02011,4.41,4.1098886,263935.5933,85891.09,51539.155,176241.8233,161582.1367,74852.18333,60219.90333
137.02034,5.405,3.5421245,173543.13,82479.12567,83488.16267,63725.93667,108074.7153,52208.63033,94376.42533
137.02039,5.996,2.9319048,116595.4107,94799.83667,130445.54,82828.61233,85074.00333,58604.058,72108.17533
137.96286,19.034,4.783875,179838.2,254638.6867,245425.98,244273,0,201387.8,0
137.96321,18.426,3.6067145,51078.21333,0,143873.6133,0,38630.828,182098.8,0
137.96344,20.204,3.44372,778176.0633,843122.4667,720214.25,800250.3333,652705.9833,443691.2167,657571.7333
137.96347,19.594,9.70444,811066.2,813187.6,512062.68,735836.3667,561489.62,616120.08,610131.58
137.96457,20.728,179.88086,459204.39,324627.6467,410047.99,268474.7333,245102.9633,282241.6567,275949.29
137.96588,8.326,3.021875,42914.49333,0,124116.3733,69201.91,29539.25,0,0
137.96599,21.754,3.0212357,11618.039,220674.7,147280.993,182885.8,222732.2933,175796.4167,190657.1733
137.9661,9.805,5.9955,0,0,0,258408.2667,0,0,0
137.96675,9.086,4.0304666,23163.093,0,9601.758333,296916.1867,64492.00233,113776.9,29195.57567
138.0281,18.938,3.19655,99585.73333,54031.31667,103802.8807,94898.10667,56068.54167,43499.04733,34326.367
138.02815,19.513,3.6724284,145985.3567,144398.3253,223858.08,57069.52833,114556.3133,28653.04033,70066.98
138.0282,20.096,2.9345,163316.46,182658.7447,125171.9407,124029.245,68314.72,65448.505,57849.30333
138.0289,18.334,2.9196153,134869.7767,67001.34033,39566.76333,39715.87967,0,0,5930.866
138.96457,0.127,3.5361536,14108.77667,0,0,110429.8333,99692.29333,161325.0367,163833.0233
138.96458,1.573,4.280036,525715.0067,779117.1367,784346.8,734994.2367,560333.56,492511.9733,378754.94
138.96466,0.9,12.940441,653330.6667,549343.32,804978.0167,504549.1333,379426.9133,604103.4533,228653.11
138.96487,2.172,3.2220798,469902.1533,484751.2,524232.6,462917.12,346537.32,390430.9267,185002.86
138.96628,22.124,3.4183524,25623.19533,87456.062,27491.41133,181063.8323,27097.58,73569.13933,44328.39667
138.96758,2.958,3.2106667,174757.1133,69308.2,149055.4667,0,0,29115.66667,65664.93667
138.96806,21.375,2.7103786,255269.39,230780.8833,288744.8767,216979.4633,258036.6933,180848.9333,250905.7367
138.96817,3.494,3.7599998,31883.61,150557.33,161643.7747,154202.3167,0,27107.88667,26096.35167
138.96936,18.917,190.68956,1059155.533,1094882.033,995344.42,286546.98,646190.93,572480.3033,117857.5617
138.9702,20.633,3.1077778,0,0,0,19328.41667,78728.93667,72151.59333,365724.3667
138.97049,20.128,6.0357585,1227684.367,614380.29,1136905.187,858595.0367,1134675.333,941625.88,1132289.733
138.97084,19.398,11.253786,1256080.5,894601.9833,1315053.6,976116.8667,1192226,1009526.117,984546.0133
138.97128,18.01,3.1340003,103129.8133,247701.02,0,57701.48,317458.5,0,294911.2683
138.97455,16.4,2.267,0,104127.1867,0,0,14638.13733,7432.902333,23148.22333
139.05234,11.125,3.0630999,128632.0267,25035.34733,37953.882,53052.61667,19705.854,0,0
139.05312,7.907,4.129346,96042.75667,75030.05533,127063.6513,158230.8683,65365.665,132525.0433,92003.69
139.05312,6.26,3.4063337,208672.1767,269654.53,187231.9167,180069.242,147579.9683,74439.838,197368.1133
139.05357,6.98,221.86609,165265.6767,208236.0867,92341.63833,121846.4847,41797.468,116563.2467,125012.6783
139.05415,9.383,203.06593,108410.7697,91326.125,103024.71,120689.0827,79647.33,78006.31933,20083.856
139.0562,21.042,1561.7352,160336.9967,157787.5067,132251.4467,164473.9267,145303.13,129394.6867,118699.2913
139.05634,8.598,5.5168185,35055.94667,131180.1,0,255113,52258.75,180968.36,54979.92
139.96304,2.828,4.7992,0,0,0,0,316645.3333,0,0
139.9634,2.095,12.962201,648463.5133,662632.5633,654539.5667,684634.82,662163,0,331674.1
139.96341,1.587,13.902809,975224.5967,985421.18,991027.8,690367.8,672870.4333,0,337959.4667
139.9644,21.964,20.219286,1074091.2,451918,998930.0333,0,1174503.6,1166211.367,1120303.867
139.96466,21.634,14.848103,491849.1133,377926.0033,556183.3467,408778.92,371879.1867,555412.47,454810.32
139.96538,7.34,5.207333,0,0,0,744442.0333,0,0,0
139.96599,8.084,8.238,0,353874.7333,0,751356.7,0,1113843.967,355737.5333
139.96632,8.741,16.133718,1106404,1119888.333,1148567.433,1215233.8,1173149.333,1136539.133,1115384.733
139.96678,9.459,14.713,0,1104853.033,390085.8,399731,0,744453.8667,364275.7333
139.96855,11.56,4.6790833,281256.5833,61894.56667,46356.70333,0,678190.4233,287970.0333,282085.5
139.96886,10.898,3.7683334,0,0,39547.43333,0,379842.92,15529.215,358901.3533
139.96893,12.148,4.204632,537603.32,65701.07333,143971.3133,27690.37333,718372.0833,297787.1817,327134.6233
139.96924,13.099,3.9761248,716438.7333,177457.4983,262968.12,97714.99333,235771.2767,289081.8367,98075.31233
139.9697,13.544,3.9187999,209712.3,37409.69667,0,0,30626.74333,22266.388,0
139.97037,14.012,3.1440744,116620.2183,125420.1167,138223.2633,119800.05,80336.69667,123589.7483,58775.42433
139.98027,20.156,3.328565,76446.47833,102335.01,104800.5227,118004.5867,45754.50433,107779.5147,157625.9353
139.98059,19.134,3.7429998,158472.9633,154885.5513,146273.17,281688.598,110695.7633,104187.7713,196502.8467
139.98206,18.35,3.4185653,144752.0033,91550.84667,56801.46,51979.42667,221639.4667,104980.6047,246195.15
139.98325,17.705,3.4790802,274133.1633,95852.65,199481.58,244909.6267,56302.59333,92999.99667,109464.8753
140.96074,2.32,25.494967,3494032.667,4429976.167,4665136.333,4821383.5,5041606.667,4693442.167,4588208.167
140.96082,1.161,3.8247,964899.3333,0,1464531.167,1451804.333,0,66998.02667,913369.2667
140.96095,1.895,17.60769,3461627.1,4362011.333,4756171.667,4904953.5,5002363.333,4524908.333,4488487
140.96292,3.19,7.2526,0,1419347.333,0,1493211.167,0,0,194413.52
140.96368,4.077,3.1545553,0,0,0,956182.5,0,2088797.4,240042.0833
140.9646,5.185,6.171,0,0,0,0,0,834717.7333,0
140.96474,4.82,3.99125,0,0,0,808092.1667,0,2157153.067,857037.9333
140.96533,5.636,4.497833,924052.92,0,0,0,796576.3333,1088297.667,737065.6
140.9657,6.24,3.603,314051.9333,0,0,0,0,0,0
140.96617,7.03,3.4216664,1207253.2,115746.4267,295477.0667,147247.28,2151330.6,382208.7333,1271296.333
140.96667,7.752,3.60936,826105.4167,530638.58,552937.17,283846.2213,1395012.6,173368.55,1277025.467
140.96683,8.699,2.5494444,204182.3717,370280.1033,229559.4367,73530.37333,363093.2433,249843.03,72457.068
140.96693,9.346,2.2735555,22966.62,123719.7,0,0,84788.25,0,94401.3
140.96707,21.552,2.6165175,673878.75,514855.7767,584793.7133,437066.36,344371.4033,592030.4,345124.65
140.96947,21.095,3.214857,103301.6467,97758.84,189564.23,155603.2067,150644.1833,170914.2233,135586.6467
140.9855,15.75,2.5892,167665.3667,0,0,0,15657.81667,0,32265.26967
140.98721,14.682,3.2223568,589663.8833,303363.6333,408375.3467,199507.7167,94103.09333,0,17398.715
140.9877,10.84,2.5328887,148806.0733,112923.2867,121860.0663,154134.1967,84938.31133,78808.673,120967.2617
140.98859,11.653,3.32512,155068.05,183315.0833,244746.51,253650.638,194451.2067,494350.48,353553.7833
140.98979,12.104,6.9274,0,0,97183.26667,579061.1467,403986.04,120819.76,275910.8577
140.98984,12.752,4.09345,441387.2733,423886.0067,155944.5667,138572.2333,343552.6933,449458.7767,549569.7633
140.99019,13.571,4.8864284,562056.6,271597.5333,336103.0967,363741.9867,502642.8133,150383.5667,210384.1867
140.99054,17.44,2.9262776,0,48320.22333,356777.19,20622.27067,231850.0933,86750.16,348954.6667
140.99089,14.002,10.45175,569544.8,292709.5333,0,141009.0733,0,0,0
140.9913,20.746,4.840563,54625.9,56932.39,211804.9067,875369.7333,0,0,679287.9667
140.9933,18.363,7.276222,682456.6,632804.6667,645860.6667,1344820.067,1551168.733,1722999.167,864450.3
140.99342,19.487,14.750826,1245474.2,2004575.067,1945040.767,1667155.947,1116085.413,1759125.6,1354554.1
140.99352,18.917,15.999751,2007526.433,1956000.033,1909531.267,1783102.167,1530223.453,1445879.813,887822.6667
140.99393,20.007,3.9292004,515287.59,1988892.667,1935957.933,2010958.133,670608.9833,741363.7767,1022770.467
141.9558,2.71,4.149,1764619.5,0,0,0,0,0,0
141.956,13.29,2.417,1123031.6,0,0,0,0,0,0
141.95773,1.803,569.528,1158107.5,365376.3667,5310468,0,0,0,0
141.95786,8.575,35.784954,13141506,17817710,18129010.67,19267042.67,16044036,17924553.33,17488360
141.95787,0.973,918.209,0,506900.7333,0,0,0,0,0
141.95819,8.955,30.52382,17190069.33,17825848.67,12326897.33,19244238,2295999,12051285.33,5910769.333
141.95834,21.842,7.066689,25617291.33,21360976.67,27487014.67,24775007,20749997,24234832.67,28259255.33
141.95883,9.482,6.9411993,5910456.75,0,6202638,0,0,0,11432042
141.959,7.715,9.085501,0,0,0,0,2486401.667,0,0
141.95952,21.202,8.71862,15276712,15760992,13909051.67,17394900.67,15683587.67,11949264.5,15472314.67
141.96106,7.162,1010.97156,0,0,0,0,2771393.633,0,0
141.9616,11.56,2.062,234640.25,0,0,0,0,0,0
141.9616,10.88,2.342,0,0,0,0,669853.8333,0,0
141.9619,3.48,5000,279788.3667,0,0,0,0,0,0
142.96124,0.284,3.557,195165.8567,0,0,0,0,80645.61867,78125.64933
142.96242,1.718,8.509,489688.7333,1148741.1,1180279.267,1202552.233,394502.7333,932258.8667,746506.6733
142.96245,2.288,9.073895,35033.08867,1154073.633,1163188.267,799574.0667,0,412666.0483,457276.9833
142.96313,0.918,14.343445,135224.1333,0,362092.4,0,0,0,187505.6813
142.96397,2.873,3.5106666,0,382986.3333,0,374960.7333,0,0,0
142.96432,21.802,9.805552,3671799.233,3265312.5,2914684.867,4080554.667,3091043.567,3108969,3021089.1
142.96474,22.1,11.506389,2652861.167,3937147.733,1562080.333,3348329.333,1599871,3909621.667,1270123.733
142.96535,8.16,8.6915,450349.0333,0,0,0,0,0,0
142.96564,8.924,15.4342375,1379235.3,965207.7333,964863.9,519615.6,1477730.067,981874.7333,982442.5333
142.96638,9.522,16.693052,463387.5333,1450621.1,1473156.467,1030460.1,998977.0667,490758.7333,1470917.7
142.96786,10.219,7.9462857,459588.1333,464819.2667,462590.2667,0,0,481972.4667,462578
142.96819,10.819,9.189556,441089.4667,912255.0667,1349928.567,0,0,0,459188.6667
142.96864,11.5,8.884666,0,447033.1333,457385.6,564927.2467,0,0,0
142.96896,11.956,5.9347863,0,436721,901068.0333,999600.6533,31780.60167,748966.58,347265.1467
142.96988,12.846,4.85052,707924.4533,258456.2133,591527.9567,1139593.147,859134.4667,976006.6667,426135.71
142.97006,13.43,4.0758004,703430.55,0,0,0,363971.2667,0,40193.82
142.97026,14.022,182.18286,688077.4033,231565.3467,279324.0533,243661.8333,597937.17,149233.0627,285142.3733
142.97205,14.818,2.9267776,220472.6293,274943.9867,167970.002,254769.6267,218390.7933,239561.9533,198557.172
142.97334,15.506,2.626678,128158.7667,94555.72533,132641.1117,80836.17333,61135.966,57443.72333,54521.946
142.9747,20.916,3334.1423,85194.6,98994.31,30250.6,153003.7267,43643.20667,62206.689,99532.48
142.97743,16.345,2.3506072,87742.735,114448.8367,63677.24333,86320.07167,67316.12133,108192.77,54542.001
142.984,17.28,2.5446298,223874.1533,153653.5513,210046.36,218685.4467,183558.2033,141005.6333,214679.0887
142.98602,20.23,2.6964586,86197.99533,290663.75,188839.3367,127929.2733,73086.80433,79693.21667,125673.8733
142.98634,19.434,3.186185,341761.28,453449.32,332281.8767,175916.368,147507.9233,215286.1567,161747.1933
142.98683,18.508,3.3131537,257198.7933,216914.34,142363.8733,241907.7,75697.965,142219.6767,147224.0913
142.98761,19.863,2.693,12113.95167,275197,41205.95667,0,0,78504.54333,0
142.98848,17.884,2.9561052,15314.022,200792.34,455627.4867,345959.9467,27683.96333,348898.1733,108291.4467
143.02567,19.812,2.8839998,93453.558,56831.41933,72869.67433,118878.6767,48605.37867,45675.51233,44899.22667
143.02687,16.809,3.274,114077.2383,33227.30667,63566.29533,69076.475,0,28083.458,52983.40733
143.0329,21.182,182.0198,801845.6067,1452238.747,1603077,1611235.167,884510.6933,1107787.813,674169.5667
143.0377,22.088,3.030308,0,135787.01,451899.2967,211431.2,0,0,539286.0233
143.0384,0.195,458.37363,257641.2,1043257.367,1151152,1285431.62,466034.8667,898791.9667,776841.7333
143.03868,1.546,3.1110346,4075693.167,2116081.4,2348607.233,3348299.633,2863429.333,2220394.02,1581408.3
143.03915,0.896,13.325607,4174381.6,1759102.667,1528921.177,1618192.22,2244891.1,1866506.4,1645642.667
143.04037,2.152,2.30765,2746298.4,2224256.567,1492062.56,3128500.633,747289.4,822680,937990.2
143.044,2.612,2.7401032,576123.1033,222246.6823,245801.1033,360251.9367,347984.4833,136404.0247,77578.76667
143.04419,3.247,2.3778574,153984.0253,195059.72,117801.4367,121996.4917,73616.17833,76504.58533,43957.11
143.06485,18.588,3.42175,114949.3613,166454.04,135706.7333,0,0,20932.39467,43433.84333
143.06517,20.06,4.334792,92582.91,493533.7733,551859.0267,566661.72,450686.41,430216.6767,379060.99
143.0653,19.419,6.0552635,87773.41667,543648.9667,479752.45,557107.7333,64481.38267,385224,260444.97
143.06718,16.785,6.0245,539701.9833,174329.2233,500382.2567,89779.58333,520567.2733,238994.3733,280767.7267
143.06776,16.142,8.87975,251060.2233,292467.3333,319986.73,204951.292,237068.9,364480.92,343290.26
143.06847,13.803,2.9856665,25068.79867,6622.808667,118270.5533,46193.10333,24454.804,21880.55467,0
143.06895,15.266,3.1234286,0,164002.0533,0,0,9295.703667,0,28536.69667
143.06912,14.755,3.7154,19716.35933,258061.7233,249510.5833,189441.3733,26247.61367,114407.51,68213.71333
143.95847,17.187,9.211333,0,1190979.333,0,0,0,0,0
143.95853,18.959,31.832779,6371177.5,6075012,5932022.667,6306004.667,5838335,5717042.667,5741929.833
143.95856,20.217,3.9958334,6490243.167,6267673.5,4024561.167,6617512.333,5910082.5,3876831,5839674.333
143.9586,19.453,26.018381,6382842.167,6157355.667,5946662.833,6302686,1911912.167,3839004.167,1930435.667
143.95876,18.49,23.497066,0,0,2030692.833,4196715.667,5853787,5692644.5,3796417.5
143.96007,16.46,7.8370004,0,1240607,0,0,0,0,0
143.9611,16.065,3.7865,0,1085390.4,0,0,0,0,0
143.96114,15.23,5.3166666,0,0,0,1006267.167,0,0,0
143.96115,14.48,4.0015,0,0,746338.3333,0,0,0,0
143.96135,13.852,8.8692,0,641910,703323.3333,1426761.767,0,0,0
143.9615,13.27,6.534,0,631339.0667,0,0,0,0,0
143.962,8.06,6.296,0,0,0,0,0,0,323825.9333
143.96214,10.407,7.433334,0,0,0,0,0,529365.2667,0
143.96219,9.565,8.8715,0,0,0,0,254323.6467,0,0
143.96255,8.583,5.1233997,164589.7133,0,21730.55,493530.7333,39658.09,456794.0667,0
143.96263,21.564,9.588785,1249728.133,289588.5033,867598.19,790000.2667,1401093.367,1040715.833,891282.5967
143.96265,6.627,4.0957503,0,0,0,0,60451.96,225482.6867,370034.172
143.96323,20.957,6.091261,934855.6133,484422.42,654021.5733,0,925400.73,261060.96,624767.55
143.96324,7.279,3.028625,45014.45333,24508.185,29343.08667,0,100847.2467,176144.52,83774.62667
143.96382,5.836,2.6476665,0,36467.88133,54370.83333,14175.56767,0,0,138351.9167
144.019,13.495,2.5852382,325021.9833,61827.02433,12037.60667,48316.13767,110354.35,88906.522,54864.356
144.01907,12.833,3.003,230991.4,14576.62233,12352.92667,0,23106.36,6409.084667,35512.45733
144.01933,12.431,2.9216087,432164.82,54179.16767,188313.3187,108446.75,126269.58,99411.21833,69001.23667
144.01952,11.462,2.7356253,57715.13,202783.8133,217570.3133,42967.50233,131929.5,103620.2467,86570.32867
144.02011,9.742,3.2574997,62254.48,120477.8233,287288.25,0,110447.3767,0,0
144.02031,9.128,6.2850003,0,0,596615.1833,0,0,0,0
144.02151,4.024,5.431857,0,1269678.54,493479.6667,0,0,0,80376.76
144.0217,2.939,6.293238,622023,1628735.433,749045.5333,1672279.133,512401.1333,1243673.147,605907.4
144.02249,5.514,3.1598,55479.20667,0,0,0,0,0,296218.3667
144.02283,10.771,1252.2919,61597.43333,0,0,53909.39167,180620.9067,32492.58,28864.91667
144.02292,2.207,13.051759,617882.7333,580067.3333,1707250.067,1702081.933,1513663.133,1474421.933,1445922.933
144.02414,1.61,5.3172865,1813696.2,979904.4067,1525261.667,1789947.633,1450097.567,1516200.667,975202.05
144.02446,21.164,1139.1984,1666434.6,206437.7033,471302.2667,155263.2033,799866.8,337346,517537.5233
144.02448,1.023,13.804815,1383903.45,620872.9,1203662.667,1190327.34,1312275.147,1276232.467,718430.38
144.02551,21.814,3.0513127,910862.6333,1006297.833,423214.5633,1201003.133,191497.1667,0,525784.6867
144.02625,0.141,2.8170772,508328.8667,134965.4933,25731.45333,0,87136.99,198079.2667,341528.9833
144.97456,20.826,181.73837,177517.1267,107245.8547,120316.6303,113860.75,207012.86,147715.2753,189898.8147
144.97897,22.232,2.6698093,77092.88533,8727.447667,23656.44867,50722.548,41131.89933,153912.74,88684.664
144.97899,21.702,3.9277582,280138.6167,384642.2867,305431.6433,401567.7133,190147.6733,332536.0133,268212.96
145.02357,3.48,2.8500347,75286.715,100686.5343,65331.891,70038.921,53605.68933,36519.27267,40174.62767
145.02603,2.894,2.5317404,130843.75,102819.1943,139668.16,198633.3033,86699.33367,88125.09467,85857.76
145.02998,21.243,3.2520692,470091.48,250304.3067,295679.66,268161.54,143721.9817,226975.5133,188205.2133
145.03023,2.162,2.5550401,674925.0667,410959.08,252200.7233,177701.29,238870.7233,129795.2147,82378.386
145.03128,0.866,183.07433,434439.54,582276.82,334256.73,283731.4667,225388.6667,279421.2233,366335.62
145.03197,1.508,3.3643847,561610.6467,353229.6817,352363.945,285760.7133,272739.7933,184443.1867,141077.34
145.03224,22.074,3.4705555,45260.91,10948.89333,141362.74,88549.73333,94652.73333,170318.3233,66682.76
145.03342,0.197,3.3225386,173658.9333,102618.743,117734.1333,228278.8467,135270.7577,182796.63,123222.3543
145.95398,19.468,20.339127,2439069.233,2401916.3,2338537.567,2442624.267,1502655.1,2059546.167,2201575.667
145.9541,18.965,24.290123,2430693.933,1589440.9,2336836.833,2448868.433,2264722.667,2204096.467,2202088.233
145.95422,20.208,3.6672087,2494589.433,2414919.167,2409025.667,2258096.667,1244780.4,2225709.567,1469055.167
145.95445,15.805,5.483,0,0,0,0,0,360241.6667,0
145.95448,18.499,19.598223,1610506.167,0,0,2438510.733,2263768.9,1881743.667,2208292.6
145.95456,16.795,3.774,0,0,0,0,0,0,312083.3333
145.95482,17.83,10.529716,0,0,0,322418.6467,0,254517.4333,0
145.95514,15.037,5.6510005,0,0,0,0,0,312164.5,0
145.95718,12.382,3.50975,0,0,12455.43733,0,37027.41133,308325.1667,0
145.95734,13.672,3.6565557,77044.28867,0,9622.781333,267862.6,29940.69333,0,310708.0567
145.95767,11.282,3.61625,0,0,0,0,188685.8533,0,60163.10567
145.95795,21.343,6.4644814,215880.0567,280447.3,280787.44,201279.248,385949.2067,385346.88,253865.241
145.958,7.185,3.6147497,13463.97333,0,0,4523.307333,128931.9467,0,0
145.95833,20.945,6.1798615,256916.23,154658.4067,176956.7533,242209.15,172761.5267,234017.2033,184777.1267
146.01828,2.64,4.0490003,355955.1333,431394.02,291251.9267,434633.0733,347215.5367,333636.5067,341309.4867
146.01909,21.421,3.8754284,314743.4967,20274.81333,9951.149,32930.66867,0,20588.51533,74488.57833
146.01953,0.769,3.159,300686.8233,74409.98,120099.0767,26935.17533,52053.58333,78902.27633,132556.0033
146.01956,3.221,4.6064997,0,99089.17667,0,183403.1867,185592.2267,0,27036.28
146.01967,3.751,3.117318,255141.98,253498.9233,246455.7593,26784.70633,153228.9633,116992.154,55895.29333
146.01987,1.799,5.8770003,436862.1767,203358.4023,315021.2633,470467.2233,305700.4867,240814.7167,222063.7987
146.02208,1.365,3.0038335,0,0,6920.733333,24077.94933,0,124255.2383,0
146.02222,4.592,2.7218335,0,28860.04267,16534.319,15784.61333,127990.9667,11895.17867,37310.96367
147.02094,1.604,3.032762,85848.66933,9771.650333,158900.89,87961.27733,72096.92567,44780.20967,51698.54433
147.95105,19.39,5.6982856,196589.8033,139082.2,122802.3317,186633.5333,130025.4833,90202.88133,70489.848
147.95148,18.271,4.051667,113401.474,111279.9033,166538.492,163080.5743,81460.18,48565.324,96164.875
147.95168,20.18,3.2866364,95362.57,24603.29433,85680.40267,187608.54,38382.02,0,40833.81
147.9518,18.873,7.4848,143806.855,110596.01,259723.4933,192400.269,24398.82067,32251.452,52534.01333
147.95322,17.586,2.501,0,16215.68733,8431.223333,11951.01067,100006.755,0,96634.74
148.0538,4.013,2.8882728,70453.22333,14561.29667,102631.1977,21747.52333,0,15872.03,95039.87333
148.05408,7.195,4.674,414058.15,332015.1327,38475.612,204781.6033,337948.45,343948.7533,261962.9333
148.05429,6.025,4.2158403,396232.45,137427.5767,337263.52,441555.3233,355722.3733,448377.14,242627.64
148.05447,8.709,4.6228,405199.1333,297319.2247,18857.74233,58908.62967,150588.1867,51202.923,49095.86167
148.05455,10.039,2.8477497,0,14465.95333,0,15565.62767,68492.17,16689.66133,102849.773
148.05481,6.651,4.401286,0,9997.156333,9955.593667,0,159939.6667,50303.18333,0
148.05527,5.414,5.29075,442218.2,232402.2767,328291.15,207715.75,244986.5933,104384.202,144429.46
148.05576,7.973,6.3023996,588053.8133,224083.4567,391165.1133,17431.24233,155017.8133,11826.55733,0
148.05676,4.945,3.6164348,219138.3667,164039.4407,248285.392,222711.5167,14719.38733,48373.79433,28429.91567
148.05681,21.087,871.1063,230812.0333,251831.2767,194566.4967,182881.2433,131606.41,122332.8067,123787.4033
149.00314,6.057,18.876572,0,0,0,0,726290.5,0,0
149.00314,5.297,33.278908,2704366.733,1660273.5,2339761.233,2385735.467,2143606.933,687759.8,0
149.00327,4.428,34.38615,2760587.967,2521371.733,1548799,2324541.167,1416682.767,1516431.4,2051944.967
149.00415,3.833,15.268317,989953.5,1609398.5,1662244.733,706685,1394865.267,529112.62,1798787.367
149.00417,3.512,22.795647,933492.3333,816234,795879.6667,1407911.667,0,217644.2333,1726129.383
149.00424,2.428,9.484501,0,1564882.433,0,0,0,224102.8333,0
149.0057,8.343,4.09475,0,0,0,0,0,0,124880.8533
149.00597,0.75,22.958,0,118054.3667,0,0,137709.8533,0,0
149.00671,21.026,766.1417,532825.99,0,203390.7867,512836.2133,256744.06,406751.22,380119.8933
149.00749,13.9,360.18433,151332.24,0,36906.83667,261953.275,438245.6,125109.6633,180532.781
149.0084,13.067,2.9475713,225964.99,103202.3177,164707.8833,96203.92,108845.3567,73013.232,62989.13433
149.0087,14.682,3.1926003,75174.84,0,82906.01333,58227.98667,194379.72,5159.221,24924.69
149.00966,12.342,2.9285862,135375.15,105844.3867,76115.31467,86597.6,105401.8833,59461.297,87980.89033
149.00989,7.379,3277.549,189388.6933,176328.3233,129900.7187,136932.67,111979.5103,129226.6267,110094.7133
149.01512,11.962,3.0018623,131431.2467,102001.9347,120254.3713,101413.2667,86803.07,95194.89,103331.1533
149.02077,17.371,356.07748,347618.6467,454016.8,583657.7,653264.3533,513606.0433,594800.5333,490854.0833
149.02138,17.989,7.5504546,589711.3433,16700.13967,569539.8333,308123.99,251824.6747,136647.734,179345.8733
149.02167,16.751,1610.4435,32998.526,232003.9333,76397.06267,46898.38233,47020.06,47215.49967,48832.157
149.05632,5.502,2417.0964,98459.53133,104071.118,82208.11667,94236.78333,73431.53133,62277.05333,68814.91067
149.11346,4.605,2.5779998,127815.0997,68308.84167,117244.9323,22742.40933,118724.4907,28316.279,133667.1947
149.11392,4.208,179.85762,484166.19,427598.4033,394569.0967,450785.3733,464350.9067,355020.8133,391405.7233
149.95206,11.771,3.1102226,88900.088,94699.40867,133531.738,118240.0933,45263.29233,42467.539,9731.685
149.95209,12.622,2.965765,69702.21333,15245.81533,158737.4507,153739.382,61724.513,61739.84133,6987.615333
149.95248,13.533,3.4895558,56646.27067,47961.29633,43389.80033,135767.401,45287.602,33724.34767,8816.915333
149.9529,0.592,241.37793,18329.13,35183.77333,34731.87333,30808.71,37157.09533,33740.17567,110996.73
150.03983,6.18,2.9845712,124431.6767,66122.20633,40433.51667,121223.9833,47491.65133,88965.89333,42999.91933
150.04039,7.307,2.9334586,124094.6287,117023.8853,151795.9233,86802.688,73612.84433,59310.224,51218.243
150.04314,8.8,3.5727394,104266.2,82544.74,63725.61133,109727.7253,51045.646,33104.34267,32838.166
150.04648,9.877,478.78052,104937.3713,72629.71567,48134.545,43160.139,27774.413,16528.38467,12899.12967
150.04759,21.09,351.53897,152394.54,145641.8067,145290.24,153721.3367,115771.245,98131.87,76433
151.03247,1.467,2.9673336,0,0,422643.8667,0,0,15925.55667,0
151.03314,2.22,5.0045004,0,0,428107.6333,0,0,0,174865.0333
151.03375,0.877,15.14711,198436.52,28407.61667,451333.3333,0,0,0,211639.2667
151.0338,2.727,8.762714,0,0,459968.6667,0,0,0,211989.02
151.0343,0.247,4.007,182449,0,0,0,0,0,0
